Connected. Use ^D to exit.
-> ls -t /
Target             | Property              | Value                             
 CH1/D0/SERVICE    |                       | 
/SYS/MB/CMP0/BOB2/ | ipmi_name             | B2/C1/D0/S
 CH1/D0/SERVICE    |                       | 
/SYS/MB/CMP0/BOB2/ | value                 | Off
 CH1/D0/SERVICE    |                       | 
/SYS/MB/CMP0/BOB2/ | type                  | Temperature
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/BOB2/ | ipmi_name             | B2/C1/D0/T
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/BOB2/ | class                 | Threshold Sensor
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/BOB2/ | value                 | 39.000 degree C
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/BOB2/ | upper_nonrecov_thresh | 95.000 degree C
 CH1/D0/T_AMB      | old                   | 
/SYS/MB/CMP0/BOB2/ | upper_critical_thresh | 90.000 degree C
 CH1/D0/T_AMB      | old                   | 
/SYS/MB/CMP0/BOB2/ | upper_noncritical_thr | 85.000 degree C
 CH1/D0/T_AMB      | eshold                | 
/SYS/MB/CMP0/BOB2/ | lower_noncritical_thr | -5.000 degree C
 CH1/D0/T_AMB      | eshold                | 
/SYS/MB/CMP0/BOB2/ | lower_critical_thresh | -8.000 degree C
 CH1/D0/T_AMB      | old                   | 
/SYS/MB/CMP0/BOB2/ | lower_nonrecov_thresh | -10.000 degree C
 CH1/D0/T_AMB      | old                   | 
/SYS/MB/CMP0/BOB2/ | alarm_status          | cleared
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/BOB3  | type                  | Memory Branch
/SYS/MB/CMP0/BOB3/ | type                  | CPU Memory Controller Channel
 CH0               |                       | 
/SYS/MB/CMP0/BOB3/ | type                  | CPU Memory Controller Channel
 CH1               |                       | 
/SYS/MB/CMP0/BOB3/ | type                  | DIMM
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | ipmi_name             | B3/C1/D0
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | component_state       | Enabled
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | fru_name              | 16384MB DDR3 SDRAM DIMM
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | fru_manufacturer      | Samsung
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | fru_part_number       | 000-0000-00,M393B2K70CMB-YF8
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | fru_rev_level         | 00
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | fru_serial_number     | 00CE0211328385E0D4
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | fault_state           | OK
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | clear_fault_action    | (none)
 CH1/D0            |                       | 
/SYS/MB/CMP0/BOB3/ | type                  | Indicator
 CH1/D0/SERVICE    |                       | 
/SYS/MB/CMP0/BOB3/ | ipmi_name             | B3/C1/D0/S
 CH1/D0/SERVICE    |                       | 
/SYS/MB/CMP0/BOB3/ | value                 | Off
 CH1/D0/SERVICE    |                       | 
/SYS/MB/CMP0/BOB3/ | type                  | Temperature
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/BOB3/ | ipmi_name             | B3/C1/D0/T
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/BOB3/ | class                 | Threshold Sensor
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/BOB3/ | value                 | 40.000 degree C
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/BOB3/ | upper_nonrecov_thresh | 95.000 degree C
 CH1/D0/T_AMB      | old                   | 
/SYS/MB/CMP0/BOB3/ | upper_critical_thresh | 90.000 degree C
 CH1/D0/T_AMB      | old                   | 
/SYS/MB/CMP0/BOB3/ | upper_noncritical_thr | 85.000 degree C
 CH1/D0/T_AMB      | eshold                | 
/SYS/MB/CMP0/BOB3/ | lower_noncritical_thr | -5.000 degree C
 CH1/D0/T_AMB      | eshold                | 
/SYS/MB/CMP0/BOB3/ | lower_critical_thresh | -8.000 degree C
 CH1/D0/T_AMB      | old                   | 
/SYS/MB/CMP0/BOB3/ | lower_nonrecov_thresh | -10.000 degree C
 CH1/D0/T_AMB      | old                   | 
/SYS/MB/CMP0/BOB3/ | alarm_status          | cleared
 CH1/D0/T_AMB      |                       | 
/SYS/MB/CMP0/      | type                  | CPU Core
 CORE0             |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE0             |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE0/P0          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE0/P0          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE0/P1          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE0/P1          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE0/P2          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE0/P2          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE0/P3          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE0/P3          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE0/P4          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE0/P4          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE0/P5          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE0/P5          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE0/P6          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE0/P6          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE0/P7          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE0/P7          |                       | 
/SYS/MB/CMP0/      | type                  | CPU Core
 CORE1             |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE1             |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE1/P0          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE1/P0          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE1/P1          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE1/P1          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE1/P2          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE1/P2          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE1/P3          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE1/P3          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE1/P4          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE1/P4          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE1/P5          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE1/P5          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE1/P6          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE1/P6          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE1/P7          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE1/P7          |                       | 
/SYS/MB/CMP0/      | type                  | CPU Core
 CORE2             |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE2             |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE2/P0          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE2/P0          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE2/P1          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE2/P1          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE2/P2          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE2/P2          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE2/P3          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE2/P3          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE2/P4          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE2/P4          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE2/P5          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE2/P5          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE2/P6          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE2/P6          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE2/P7          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE2/P7          |                       | 
/SYS/MB/CMP0/      | type                  | CPU Core
 CORE3             |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE3             |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE3/P0          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE3/P0          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE3/P1          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE3/P1          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE3/P2          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE3/P2          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE3/P3          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE3/P3          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE3/P4          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE3/P4          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE3/P5          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE3/P5          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE3/P6          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE3/P6          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE3/P7          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE3/P7          |                       | 
/SYS/MB/CMP0/      | type                  | CPU Core
 CORE4             |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE4             |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE4/P0          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE4/P0          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE4/P1          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE4/P1          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE4/P2          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE4/P2          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE4/P3          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE4/P3          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE4/P4          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE4/P4          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE4/P5          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE4/P5          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE4/P6          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE4/P6          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE4/P7          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE4/P7          |                       | 
/SYS/MB/CMP0/      | type                  | CPU Core
 CORE5             |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE5             |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE5/P0          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE5/P0          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE5/P1          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE5/P1          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE5/P2          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE5/P2          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE5/P3          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE5/P3          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE5/P4          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE5/P4          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE5/P5          |                       | 
/SYS/MB/CMP0/      | component_state       | Enabled
 CORE5/P5          |                       | 
/SYS/MB/CMP0/      | type                  | CPU thread
 CORE5/P6          |                       | 
